"Partido","Numero Lista","Nombre Lista","Distrito","Cargo","Nombre","Posicion"
"ALIANZA CAMBIEMOS","135","EL CAMINO DEL CAMBIO","PRESIDENTE Y VICEPRESIDENTE","PRESIDENTE Y","- ALIANZA CAMBIEMOS, LISTA: EL PODER DE LA UNION. PRESIDENTE Y","13"
"ALIANZA CAMBIEMOS","135","REPUBLICA DE LIBRES E IGUALES","PRESIDENTE Y VICEPRESIDENTE","PRESIDENTE Y","- ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA, LISTA: D - MOVIMIENTO DE","13"
